sadf,scientificName,scientificNameAuthorship,genericcolumn1,locality,associatedTaxa,recordedBy,associatedCollectors,samplingEffort,locationRemarks,occurrenceRemarks,genericcolumn2,substrate,habitat,individualCount,reproductiveCondition,establishmentMeans,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,country,stateProvince,county,municipality,path,catalogNumber,identifiedBy,dateIdentified,otherCatalogNumbers,Unnamed: 30
2018-05-21,Asclepias viridis,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-445,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Fraxinus quadrangulata,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-440,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Lonicera mackii,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-44,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Sideroxylon lycioides,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-430,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Ulmus alata,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-43,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Quercus nigra,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-41,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Houstonia canadensis,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-403,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Acer saccharum,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-4,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Diospyros virginiana,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-399,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Diospyros virginiana,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-399,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Fraxinus quadrangulata,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-390,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Nandina domestica,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-39,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Symphoricarpos orbiculatus,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-38,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Quercus muehlenbergii,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-38,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Frangula caroliniana ,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-37,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Lonicera mackii,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-37,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Quercus muehlenbergii,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-36,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Acer saccharum,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-35,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Leucanthemum vulgare,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-327,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Frangula caroliniana ,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-325,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Diospyros virginiana,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-324,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Quercus phellos,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-322,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Querucus phellos,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-321,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Ulmus alata,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-320,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Acer saccharum,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-319,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Cornus florida,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-318,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Diospyros virginiana,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-3,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Juglans nigra,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-2,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Cornus florida,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-1,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,,,,"US, Tennessee, Hamilton County, Chattanooga. Privately-owned lot on Adams Road with degraded limestone glade.","Acer saccharum ssp. saccharum, Asclepias viridis, Carex hirsutella, Diospyros virginiana, Elaeagnus pungens, Houstonia canadensis, Myosotis macrosperma, Lonicera maackii, Quercus muhlengergii, Quercus muhlenbergii, Fraxinus quadrangulata, Pinus virginiana, Quercus nigra, Symphoricarpos orbiculatus, Verbena stricta, ulmas alata, ulnas alata, Ulmus alata, Diospyrus virginiana, Apocynaceae asclepias, Asplenaceae  platyneuron, Cornus florida, Frangula purshiana purshiana, Nanclina domestica, Asplenium platyneuron, Nandina domestica, Frangula caroliniana, Ascleplas viridis, Leucanthemum vulgare, Verbena officinalis, Carex complanata","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Tennessee,,,,,Disturbed Limestone,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-#,Herbarium of the University of Tennessee at Chattanooga
2018-05-23,Liriodendron tulipifera,,,"US, Tennessee, Hamilton County, Chattanooga. Privately-owned lot on Adams Road with degraded limestone glade.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Tennessee,,,,,,,,,35.02808,-84.38376,22.755,460,,,,,,,,,13-475,
2018-05-23,Liriodendron tulipifera,,,"US, Tennessee, Hamilton County, Chattanooga. Privately-owned lot on Adams Road with degraded limestone glade.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Tennessee,,,,,,,,,35.02808,-84.38376,22.755,460,,,,,,,,,13-2,
2018-05-23,Botrypus virginianus,(L.) Holub,,"US, Tennessee, Polk County, Copperhill. Empty lot adjacent to Dollar General with several inches of standing water, moss dominant. ","Albizia julibrissin, Calamagrostis canadensis, Coreopsis lanceolata, Daucus carota, Dendrolycopodium dendroideum, Diphasiastrum digitatum, Juncus effusus, Kalmia latifolia, Liriodendron tulipifera, Pinus taeda, Quercus alba, Quercus falcata, Reynoutria japonica, Sassafras albidum, Vaccinium arboreum, Calamagrostis cinnoides, Carex aureolensis, Carex atlantica capillacea","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Ducktown,,,,,,,,,35.02808,-84.38376,22.755,460,US,Tennessee,Polk County,Copperhill,,,Alexis Boyd,,13-101,
2018-05-23,,,,"US, Tennessee, Polk County, Copperhill. Empty lot adjacent to Dollar General with several inches of standing water, moss dominant. ","Albizia julibrissin, Botrypus virginianus, Calamagrostis canadensis, Coreopsis lanceolata, Daucus carota, Dendrolycopodium dendroideum, Diphasiastrum digitatum, Juncus effusus, Kalmia latifolia, Liriodendron tulipifera, Pinus taeda, Quercus alba, Quercus falcata, Reynoutria japonica, Sassafras albidum, Vaccinium arboreum, Calamagrostis cinnoides, Carex aureolensis, Carex atlantica capillacea","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Ducktown,,,,,,,,,35.02808,-84.38376,22.755,460,,,,,,,,,13-#,
